912.138232	39322.392303
1558.979360	-0.000031
878.129098	43514.502838
849.105052	27479.029083
582.891888	0.000000
1490.284242	0.000000
1000.424380	33601.515747
1094.124331	86025.045105
1448.885238	46660.375061
1414.090318	76802.500000
826.863628	59972.500000
980.361143	0.000000
1388.923224	0.000000
979.922891	73039.408813
597.149777	0.000122
1490.978858	133140.747314
1095.540405	0.000244
670.966210	91675.613281
1179.857066	105889.217285
1407.383786	91542.000000
744.141676	458051.999573
985.697915	233894.000000
667.904076	295726.000000
718.818480	585619.000000
1079.561215	229865.000000
1167.818267	188573.000000
1156.836541	59067.500000
1154.406497	337142.000000
819.149302	421421.000000
1135.225080	216298.000000
1732.560005	192672.399902
1100.201691	244157.876160
636.832397	103157.517456
1027.868347	72002.000000
628.117914	153910.860718
806.995824	60499.914429
968.983914	2234417.000000
892.952695	377467.579834
792.002392	1757558.000000
812.389357	618097.000000
680.492639	596504.000000
905.413127	596224.999023
552.366322	1132949.000000
469.649305	468677.000000
875.489318	1425028.000000
1210.576534	689689.999878
800.973370	1969699.999023
846.996165	642696.999756
838.169331	821352.999390
1231.480994	747271.999634
697.122204	1013347.000000
778.438025	877283.000000
742.470547	134151.018005
1065.583055	795390.000000
399.657282	930849.572266
1224.677670	2681189.000000
1087.703949	1456731.000000
1113.917711	586678.000000
1183.247330	7326466.000000
972.312570	9596348.000000
658.137400	596504.000000
417.394780	2996623.999695
893.607881	1379484.000000
867.555107	1848561.000000
531.087520	3014677.999695
1204.650257	681720.999390
823.278221	2017573.000000
831.023915	1674668.000000
579.576659	4273736.999023
427.392548	4989050.000000
598.285266	560329.000000
473.707013	2102136.000000
529.312693	1154835.000000
557.700346	740184.000000
546.273304	1298980.000000
1148.090478	3373819.999023
1043.899190	3383654.999023
1138.060472	9116750.999023
1128.565972	8909754.999023
1121.955853	4947780.000000
