2715.459415	0.000000
4398.586586	108511.000000
710.449323	0.000000
147.448227	0.000000
4137.769816	6787.000000
276.353360	-0.000061
4153.228475	17004.000000
3504.125433	0.000000
3786.188638	19240.000000
1800.910997	0.000000
3816.776413	50105.000000
3160.180359	15187.500000
3761.205608	15513.000000
3843.079046	58534.500000
3601.833802	59571.000000
4054.054692	16566.500000
3797.625654	142088.000000
2071.631623	49222.000000
772.953216	348409.500000
0.036594	0.000000
0.004213	0.000000
0.002110	0.000000
0.002272	0.000000
0.002028	0.000000
0.001748	0.000000
0.004095	0.000000
0.004014	0.000000
0.003823	0.000000
0.003752	0.000000
0.003705	0.000000
0.008853	0.000000
0.008257	0.000000
0.010235	0.000000
0.008958	0.000000
0.008884	0.000000
0.027212	0.000000
0.025972	0.000000
0.023637	0.000000
0.024432	0.000000
0.025748	0.000000
0.003338	0.000000
0.002249	0.000000
0.002938	0.000000
0.002607	0.000000
0.002443	0.000000
0.004879	0.000000
0.004561	0.000000
0.004388	0.000000
0.003829	0.000000
0.003744	0.000000
0.012588	0.000000
0.019305	0.000000
308.912827	4818914792.000000
0.021691	0.000000
0.112897	0.000000
0.489942	0.000000
0.506294	0.000000
0.132692	0.000000
0.229375	0.000000
0.392797	0.000000
0.383955	0.000000
0.361451	0.000000
0.024166	0.000000
0.003036	0.000000
0.002466	0.000000
0.007251	0.000000
0.004587	0.000000
0.004378	0.000000
0.004251	0.000000
0.004663	0.000000
0.009894	0.000000
0.009796	0.000000
0.009095	0.000000
0.009200	0.000000
0.008506	0.000000
0.024445	0.000000
0.033600	0.000000
0.033414	0.000000
0.029981	0.000000
0.036295	0.000000
